session_id,user_id,session_start,session_end,device_type,referral_source,zip_code,pages_viewed,bounce,converted
SID00501,UID260,2025-03-02 17:45:53,2025-03-02 17:55:53,desktop,direct,85001,2,False,False
SID00502,UID136,2025-03-21 19:00:31,2025-03-21 19:17:31,mobile,paid_search,90001,2,False,False
SID00503,UID68,2025-03-14 13:12:09,2025-03-14 13:24:09,desktop,paid_search,85001,2,False,False
SID00504,UID478,2025-03-04 17:00:30,2025-03-04 17:18:30,desktop,paid_social,60601,2,False,False
SID00505,UID179,2025-03-11 06:47:23,2025-03-11 07:03:23,mobile,organic,60601,4,False,False
SID00506,UID452,2025-03-29 04:43:31,2025-03-29 04:47:31,mobile,organic,85001,3,True,False
SID00507,UID36,2025-03-09 08:47:49,2025-03-09 09:00:49,desktop,paid_social,73301,4,False,False
SID00508,UID451,2025-03-01 19:34:38,2025-03-01 19:43:38,mobile,paid_social,60601,7,False,False
SID00509,UID126,2025-03-12 11:17:23,2025-03-12 11:29:23,desktop,organic,60601,2,False,True
SID00510,UID190,2025-03-21 09:09:22,2025-03-21 09:27:22,mobile,direct,73301,4,False,False
SID00511,UID146,2025-03-19 21:28:43,2025-03-19 21:47:43,mobile,organic,90001,7,False,False
SID00512,UID81,2025-03-01 01:04:10,2025-03-01 01:19:10,mobile,organic,85001,4,False,False
SID00513,UID225,2025-03-14 04:15:26,2025-03-14 04:30:26,desktop,organic,90001,2,False,False
SID00514,UID427,2025-03-26 17:25:34,2025-03-26 17:38:34,tablet,paid_social,90001,2,False,False
SID00515,UID279,2025-03-29 10:14:25,2025-03-29 10:29:25,mobile,direct,10001,2,False,False
SID00516,UID361,2025-03-24 06:21:01,2025-03-24 06:32:01,mobile,direct,10001,1,True,False
SID00517,UID155,2025-03-26 15:48:51,2025-03-26 16:05:51,mobile,paid_search,10001,1,True,False
SID00518,UID314,2025-03-30 12:24:04,2025-03-30 12:30:04,mobile,paid_social,10001,1,True,False
SID00519,UID414,2025-03-30 19:38:54,2025-03-30 19:57:54,mobile,direct,90001,2,False,False
SID00520,UID335,2025-03-21 01:49:57,2025-03-21 01:51:57,mobile,paid_search,73301,1,True,False
SID00521,UID271,2025-03-10 20:10:43,2025-03-10 20:28:43,desktop,direct,85001,1,True,False
SID00522,UID5,2025-03-30 18:00:47,2025-03-30 18:18:47,mobile,paid_search,85001,2,False,False
SID00523,UID342,2025-03-18 04:23:57,2025-03-18 04:42:57,mobile,paid_social,85001,7,False,False
SID00524,UID419,2025-03-05 19:06:44,2025-03-05 19:23:44,mobile,paid_search,60601,2,False,False
SID00525,UID284,2025-03-28 19:13:54,2025-03-28 19:29:54,mobile,paid_search,85001,2,False,False
SID00526,UID154,2025-03-04 03:06:42,2025-03-04 03:12:42,tablet,organic,85001,2,False,False
SID00527,UID478,2025-03-27 06:17:46,2025-03-27 06:30:46,mobile,paid_search,85001,3,True,False
SID00528,UID340,2025-03-11 16:51:40,2025-03-11 17:00:40,desktop,paid_social,60601,3,False,False
SID00529,UID54,2025-03-05 10:09:21,2025-03-05 10:26:21,desktop,organic,85001,2,False,False
SID00530,UID481,2025-03-11 00:32:37,2025-03-11 00:46:37,desktop,organic,10001,3,False,True
SID00531,UID450,2025-03-20 05:57:13,2025-03-20 06:10:13,desktop,paid_search,10001,2,False,True
SID00532,UID69,2025-03-11 02:36:08,2025-03-11 02:55:08,mobile,organic,10001,8,True,False
SID00533,UID136,2025-03-05 12:49:26,2025-03-05 12:58:26,desktop,paid_social,90001,3,False,True
SID00534,UID60,2025-03-20 13:00:38,2025-03-20 13:09:38,desktop,paid_search,73301,1,True,False
SID00535,UID456,2025-03-28 00:13:21,2025-03-28 00:28:21,mobile,organic,10001,2,True,False
SID00536,UID55,2025-03-11 22:54:34,2025-03-11 23:07:34,mobile,paid_search,73301,3,False,False
SID00537,UID381,2025-03-01 09:34:37,2025-03-01 09:39:37,desktop,paid_social,10001,1,True,False
SID00538,UID284,2025-03-29 12:20:07,2025-03-29 12:27:07,desktop,paid_social,85001,4,False,False
SID00539,UID80,2025-03-16 03:39:39,2025-03-16 03:41:39,mobile,direct,90001,5,False,False
SID00540,UID140,2025-03-04 11:32:51,2025-03-04 11:51:51,desktop,paid_search,60601,4,False,False
SID00541,UID145,2025-03-12 07:34:53,2025-03-12 07:40:53,tablet,paid_social,10001,4,False,False
SID00542,UID310,2025-03-16 15:45:22,2025-03-16 15:58:22,desktop,paid_social,60601,4,False,False
SID00543,UID108,2025-03-08 22:17:20,2025-03-08 22:36:20,mobile,organic,90001,5,False,False
SID00544,UID368,2025-03-06 17:09:33,2025-03-06 17:16:33,desktop,organic,85001,2,False,False
SID00545,UID176,2025-03-22 01:05:16,2025-03-22 01:09:16,mobile,direct,60601,3,False,False
SID00546,UID105,2025-03-01 16:14:47,2025-03-01 16:23:47,mobile,organic,60601,2,False,False
SID00547,UID352,2025-03-07 22:01:24,2025-03-07 22:15:24,mobile,paid_search,73301,7,False,False
SID00548,UID325,2025-03-18 16:40:16,2025-03-18 16:58:16,mobile,organic,10001,1,True,False
SID00549,UID437,2025-03-04 11:41:22,2025-03-04 11:56:22,desktop,paid_social,60601,3,False,False
SID00550,UID136,2025-03-27 14:29:46,2025-03-27 14:46:46,desktop,direct,85001,1,True,False
SID00551,UID259,2025-03-20 02:59:37,2025-03-20 03:06:37,desktop,organic,73301,2,False,False
SID00552,UID251,2025-03-18 02:25:54,2025-03-18 02:39:54,mobile,paid_search,60601,1,True,False
SID00553,UID129,2025-03-07 15:08:48,2025-03-07 15:25:48,mobile,paid_search,73301,4,True,False
SID00554,UID464,2025-03-11 02:47:45,2025-03-11 03:03:45,desktop,organic,73301,4,False,False
SID00555,UID465,2025-03-04 11:25:00,2025-03-04 11:29:00,mobile,paid_search,90001,1,True,False
SID00556,UID434,2025-03-17 04:50:07,2025-03-17 05:04:07,mobile,organic,90001,1,True,False
SID00557,UID27,2025-03-27 08:17:58,2025-03-27 08:18:58,mobile,paid_social,10001,3,False,False
SID00558,UID48,2025-03-19 09:50:17,2025-03-19 10:07:17,desktop,organic,90001,1,True,False
SID00559,UID325,2025-03-30 06:59:47,2025-03-30 07:01:47,desktop,paid_social,85001,6,False,False
SID00560,UID217,2025-03-23 19:26:24,2025-03-23 19:44:24,tablet,paid_search,90001,4,False,True
SID00561,UID425,2025-03-28 07:36:01,2025-03-28 07:42:01,mobile,organic,60601,2,False,False
SID00562,UID142,2025-03-14 04:00:54,2025-03-14 04:03:54,mobile,organic,10001,3,False,False
SID00563,UID23,2025-03-16 15:47:09,2025-03-16 16:02:09,desktop,direct,85001,6,False,False
SID00564,UID2,2025-03-27 06:49:22,2025-03-27 07:07:22,desktop,paid_search,60601,1,True,False
SID00565,UID171,2025-03-20 03:35:16,2025-03-20 03:36:16,desktop,paid_social,85001,1,True,False
SID00566,UID395,2025-03-14 15:29:18,2025-03-14 15:30:18,desktop,paid_social,73301,2,False,False
SID00567,UID67,2025-03-25 02:50:54,2025-03-25 03:04:54,mobile,organic,60601,3,False,False
SID00568,UID327,2025-03-24 19:17:53,2025-03-24 19:26:53,mobile,paid_search,60601,4,False,False
SID00569,UID135,2025-03-07 03:33:52,2025-03-07 03:46:52,desktop,paid_search,60601,2,False,False
SID00570,UID83,2025-03-04 01:52:10,2025-03-04 01:53:10,tablet,organic,73301,3,False,False
SID00571,UID380,2025-03-20 22:54:49,2025-03-20 22:56:49,mobile,paid_search,85001,2,False,False
SID00572,UID227,2025-03-08 11:21:30,2025-03-08 11:22:30,mobile,paid_social,90001,2,False,False
SID00573,UID283,2025-03-12 15:10:49,2025-03-12 15:27:49,mobile,direct,90001,3,False,False
SID00574,UID362,2025-03-13 05:16:40,2025-03-13 05:30:40,tablet,paid_search,60601,5,False,False
SID00575,UID219,2025-03-14 06:29:48,2025-03-14 06:30:48,desktop,organic,90001,3,False,False
SID00576,UID288,2025-03-14 18:27:21,2025-03-14 18:35:21,mobile,organic,85001,1,True,False
SID00577,UID5,2025-03-04 03:01:35,2025-03-04 03:18:35,desktop,paid_search,85001,4,False,True
SID00578,UID58,2025-03-24 23:37:05,2025-03-24 23:47:05,tablet,organic,60601,2,False,False
SID00579,UID39,2025-03-24 07:44:11,2025-03-24 07:48:11,desktop,organic,85001,3,False,False
SID00580,UID484,2025-03-19 23:28:35,2025-03-19 23:43:35,mobile,paid_search,60601,1,True,False
SID00581,UID453,2025-03-23 11:44:14,2025-03-23 11:46:14,desktop,paid_social,90001,5,False,False
SID00582,UID354,2025-03-21 02:04:36,2025-03-21 02:08:36,mobile,organic,73301,4,False,False
SID00583,UID463,2025-03-14 07:30:48,2025-03-14 07:46:48,mobile,paid_social,85001,2,False,False
SID00584,UID77,2025-03-23 02:12:48,2025-03-23 02:19:48,mobile,paid_search,73301,3,False,False
SID00585,UID280,2025-03-03 06:06:25,2025-03-03 06:08:25,desktop,organic,60601,7,False,False
SID00586,UID19,2025-03-14 10:14:33,2025-03-14 10:29:33,mobile,paid_search,90001,0,False,False
SID00587,UID428,2025-03-11 11:54:34,2025-03-11 11:56:34,desktop,organic,90001,3,False,False
SID00588,UID190,2025-03-30 19:54:14,2025-03-30 19:58:14,desktop,organic,73301,1,True,False
SID00589,UID299,2025-03-13 03:34:40,2025-03-13 03:50:40,desktop,organic,60601,2,False,False
SID00590,UID283,2025-03-14 22:31:30,2025-03-14 22:36:30,desktop,paid_social,85001,4,False,True
SID00591,UID76,2025-03-29 03:35:22,2025-03-29 03:45:22,desktop,paid_search,85001,5,False,False
SID00592,UID221,2025-03-01 07:46:11,2025-03-01 07:53:11,mobile,organic,10001,4,False,False
SID00593,UID66,2025-03-18 01:37:15,2025-03-18 01:49:15,desktop,organic,10001,6,False,False
SID00594,UID22,2025-03-26 19:47:30,2025-03-26 20:01:30,mobile,organic,85001,4,False,False
SID00595,UID158,2025-03-25 13:32:47,2025-03-25 13:38:47,mobile,paid_social,73301,4,False,False
SID00596,UID187,2025-03-20 16:05:28,2025-03-20 16:22:28,mobile,organic,90001,1,True,False
SID00597,UID461,2025-03-03 22:11:53,2025-03-03 22:18:53,mobile,organic,60601,2,False,False
SID00598,UID478,2025-03-20 08:14:50,2025-03-20 08:24:50,desktop,organic,10001,2,False,False
SID00599,UID408,2025-03-13 06:36:14,2025-03-13 06:43:14,mobile,organic,90001,4,False,False
SID00600,UID498,2025-03-25 10:10:00,2025-03-25 10:18:00,mobile,organic,10001,4,True,False
SID00601,UID441,2025-03-17 09:26:42,2025-03-17 09:36:42,desktop,organic,73301,5,False,False
SID00602,UID21,2025-03-07 05:09:00,2025-03-07 05:17:00,desktop,paid_search,60601,3,False,True
SID00603,UID461,2025-03-22 08:01:22,2025-03-22 08:13:22,mobile,organic,85001,2,False,False
SID00604,UID184,2025-03-25 09:08:26,2025-03-25 09:13:26,mobile,paid_search,85001,1,True,False
SID00605,UID108,2025-03-05 16:41:18,2025-03-05 16:46:18,desktop,paid_social,73301,3,False,False
SID00606,UID350,2025-03-20 05:53:02,2025-03-20 06:03:02,desktop,paid_social,10001,1,True,False
SID00607,UID128,2025-03-10 16:00:38,2025-03-10 16:06:38,desktop,paid_search,73301,2,False,False
SID00608,UID342,2025-03-18 08:54:19,2025-03-18 09:07:19,desktop,paid_search,85001,4,False,True
SID00609,UID53,2025-03-13 08:08:58,2025-03-13 08:13:58,desktop,paid_social,73301,3,False,False
SID00610,UID182,2025-03-04 10:02:02,2025-03-04 10:16:02,desktop,paid_search,85001,3,False,True
SID00611,UID400,2025-03-16 17:59:30,2025-03-16 18:08:30,desktop,paid_search,90001,3,False,False
SID00612,UID287,2025-03-22 18:32:24,2025-03-22 18:51:24,tablet,organic,10001,2,False,True
SID00613,UID453,2025-03-18 05:51:31,2025-03-18 05:54:31,tablet,direct,73301,5,False,False
SID00614,UID448,2025-03-07 22:06:53,2025-03-07 22:16:53,mobile,organic,73301,2,False,False
SID00615,UID209,2025-03-02 07:46:47,2025-03-02 07:49:47,desktop,organic,10001,2,False,False
SID00616,UID499,2025-03-19 02:06:59,2025-03-19 02:14:59,mobile,organic,73301,3,False,False
SID00617,UID318,2025-03-06 15:57:41,2025-03-06 16:10:41,desktop,organic,60601,4,False,False
SID00618,UID384,2025-03-04 17:29:18,2025-03-04 17:33:18,desktop,paid_search,73301,6,False,False
SID00619,UID80,2025-03-26 15:33:55,2025-03-26 15:48:55,desktop,paid_social,85001,2,False,False
SID00620,UID474,2025-03-27 19:07:35,2025-03-27 19:11:35,mobile,paid_search,85001,1,True,False
SID00621,UID477,2025-03-23 02:16:34,2025-03-23 02:20:34,mobile,direct,73301,1,True,False
SID00622,UID122,2025-03-11 20:41:19,2025-03-11 20:51:19,desktop,paid_social,90001,2,False,True
SID00623,UID443,2025-03-26 11:44:19,2025-03-26 12:01:19,mobile,paid_search,10001,2,True,False
SID00624,UID84,2025-03-21 11:14:02,2025-03-21 11:18:02,mobile,organic,73301,2,False,False
SID00625,UID500,2025-03-07 04:51:46,2025-03-07 05:07:46,desktop,paid_search,85001,6,False,False
SID00626,UID410,2025-03-12 22:08:25,2025-03-12 22:27:25,mobile,paid_search,10001,3,False,False
SID00627,UID416,2025-03-07 20:45:40,2025-03-07 20:58:40,tablet,organic,85001,3,False,True
SID00628,UID91,2025-03-25 21:58:21,2025-03-25 22:15:21,desktop,organic,85001,3,False,False
SID00629,UID452,2025-03-13 04:16:30,2025-03-13 04:18:30,desktop,paid_social,60601,5,False,False
SID00630,UID212,2025-03-12 03:31:28,2025-03-12 03:44:28,mobile,paid_social,90001,3,True,False
SID00631,UID13,2025-03-06 22:43:29,2025-03-06 23:02:29,desktop,organic,73301,4,False,False
SID00632,UID92,2025-03-17 19:00:32,2025-03-17 19:01:32,desktop,paid_social,60601,0,False,False
SID00633,UID378,2025-03-06 01:39:53,2025-03-06 01:56:53,desktop,paid_social,73301,4,False,False
SID00634,UID474,2025-03-29 10:11:34,2025-03-29 10:29:34,desktop,organic,73301,2,False,False
SID00635,UID171,2025-03-07 19:39:00,2025-03-07 19:45:00,mobile,organic,90001,1,True,False
SID00636,UID401,2025-03-18 15:45:03,2025-03-18 15:49:03,desktop,paid_search,10001,4,False,False
SID00637,UID477,2025-03-14 17:15:13,2025-03-14 17:19:13,desktop,paid_social,90001,4,False,False
SID00638,UID211,2025-03-22 15:10:40,2025-03-22 15:22:40,desktop,paid_social,73301,2,False,False
SID00639,UID411,2025-03-27 05:46:36,2025-03-27 05:48:36,mobile,paid_search,73301,5,True,False
SID00640,UID343,2025-03-23 21:58:08,2025-03-23 22:16:08,mobile,paid_social,90001,1,True,False
SID00641,UID443,2025-03-30 21:02:35,2025-03-30 21:14:35,desktop,organic,60601,2,False,False
SID00642,UID377,2025-03-26 23:54:13,2025-03-27 00:11:13,desktop,organic,90001,1,True,False
SID00643,UID416,2025-03-05 21:18:09,2025-03-05 21:31:09,desktop,paid_social,90001,0,False,False
SID00644,UID128,2025-03-28 18:37:00,2025-03-28 18:40:00,desktop,direct,60601,3,False,True
SID00645,UID137,2025-03-25 19:49:10,2025-03-25 19:55:10,mobile,paid_social,73301,1,True,False
SID00646,UID82,2025-03-24 02:17:18,2025-03-24 02:32:18,mobile,organic,60601,4,True,False
SID00647,UID404,2025-03-12 06:48:58,2025-03-12 06:58:58,mobile,paid_social,73301,5,True,False
SID00648,UID360,2025-03-10 09:55:07,2025-03-10 10:00:07,mobile,paid_search,85001,0,False,False
SID00649,UID56,2025-03-11 10:59:09,2025-03-11 11:10:09,mobile,organic,90001,2,False,False
SID00650,UID196,2025-03-23 15:58:24,2025-03-23 16:05:24,desktop,direct,73301,2,False,True
SID00651,UID447,2025-03-18 21:44:45,2025-03-18 22:01:45,desktop,organic,60601,4,False,False
SID00652,UID20,2025-03-15 12:44:35,2025-03-15 12:50:35,mobile,paid_search,90001,1,True,False
SID00653,UID440,2025-03-14 07:35:37,2025-03-14 07:51:37,desktop,paid_social,60601,2,False,False
SID00654,UID241,2025-03-24 05:33:55,2025-03-24 05:38:55,desktop,organic,60601,3,False,False
SID00655,UID114,2025-03-21 09:47:18,2025-03-21 09:54:18,mobile,paid_social,85001,1,True,False
SID00656,UID103,2025-03-24 08:16:24,2025-03-24 08:25:24,desktop,organic,85001,4,False,False
SID00657,UID419,2025-03-05 01:38:20,2025-03-05 01:39:20,mobile,organic,73301,5,False,False
SID00658,UID471,2025-03-29 07:39:50,2025-03-29 07:42:50,tablet,direct,60601,3,False,False
SID00659,UID236,2025-03-01 17:47:55,2025-03-01 18:06:55,tablet,direct,73301,0,False,True
SID00660,UID180,2025-03-11 11:03:52,2025-03-11 11:09:52,desktop,paid_search,90001,1,True,False
SID00661,UID157,2025-03-28 09:30:40,2025-03-28 09:36:40,tablet,paid_search,73301,7,False,False
SID00662,UID421,2025-03-10 19:44:23,2025-03-10 19:47:23,desktop,organic,60601,1,True,False
SID00663,UID408,2025-03-17 17:38:55,2025-03-17 17:44:55,mobile,paid_social,60601,2,False,False
SID00664,UID447,2025-03-03 20:37:46,2025-03-03 20:45:46,mobile,organic,85001,3,False,False
SID00665,UID117,2025-03-13 06:00:30,2025-03-13 06:16:30,desktop,organic,10001,2,False,False
SID00666,UID115,2025-03-16 05:45:35,2025-03-16 06:01:35,desktop,paid_search,10001,1,True,False
SID00667,UID13,2025-03-25 10:37:09,2025-03-25 10:45:09,mobile,paid_social,10001,5,False,False
SID00668,UID338,2025-03-24 10:36:22,2025-03-24 10:37:22,mobile,organic,73301,3,True,False
SID00669,UID99,2025-03-20 10:38:40,2025-03-20 10:43:40,mobile,organic,85001,6,False,False
SID00670,UID205,2025-03-27 23:11:21,2025-03-27 23:20:21,tablet,organic,10001,2,False,True
SID00671,UID169,2025-03-04 23:17:46,2025-03-04 23:30:46,mobile,organic,73301,0,True,False
SID00672,UID143,2025-03-20 04:59:52,2025-03-20 05:16:52,desktop,paid_social,73301,1,True,False
SID00673,UID443,2025-03-11 08:28:42,2025-03-11 08:39:42,desktop,paid_social,10001,5,False,True
SID00674,UID36,2025-03-13 04:40:15,2025-03-13 04:56:15,desktop,paid_search,60601,3,False,False
SID00675,UID496,2025-03-08 04:10:33,2025-03-08 04:13:33,tablet,organic,73301,3,False,False
SID00676,UID396,2025-03-18 17:08:23,2025-03-18 17:27:23,desktop,organic,10001,2,False,True
SID00677,UID143,2025-03-15 11:39:20,2025-03-15 11:57:20,mobile,organic,85001,1,True,False
SID00678,UID180,2025-03-01 06:16:54,2025-03-01 06:33:54,desktop,paid_search,90001,4,False,False
SID00679,UID329,2025-03-04 20:05:21,2025-03-04 20:07:21,mobile,paid_social,10001,6,True,False
SID00680,UID261,2025-03-23 09:58:09,2025-03-23 10:15:09,mobile,direct,73301,3,True,False
SID00681,UID205,2025-03-13 19:01:08,2025-03-13 19:10:08,desktop,direct,85001,3,False,True
SID00682,UID348,2025-03-12 13:04:19,2025-03-12 13:08:19,desktop,organic,10001,2,False,False
SID00683,UID432,2025-03-21 02:54:16,2025-03-21 03:07:16,desktop,paid_social,60601,3,False,False
SID00684,UID275,2025-03-21 02:57:20,2025-03-21 02:58:20,tablet,organic,10001,2,False,False
SID00685,UID170,2025-03-14 22:56:56,2025-03-14 22:57:56,tablet,paid_search,73301,3,False,True
SID00686,UID481,2025-03-18 10:54:43,2025-03-18 10:56:43,desktop,organic,60601,2,False,False
SID00687,UID15,2025-03-20 08:20:09,2025-03-20 08:22:09,mobile,paid_search,85001,2,True,False
SID00688,UID60,2025-03-16 19:44:15,2025-03-16 19:54:15,desktop,organic,73301,3,False,False
SID00689,UID450,2025-03-28 03:50:09,2025-03-28 03:53:09,mobile,organic,10001,2,False,False
SID00690,UID497,2025-03-06 10:59:32,2025-03-06 11:01:32,desktop,paid_social,85001,5,False,False
SID00691,UID134,2025-03-29 23:46:54,2025-03-29 23:54:54,desktop,organic,73301,2,False,False
SID00692,UID92,2025-03-18 06:51:49,2025-03-18 07:10:49,tablet,organic,10001,2,False,True
SID00693,UID298,2025-03-19 20:48:40,2025-03-19 20:55:40,desktop,paid_search,60601,1,True,False
SID00694,UID493,2025-03-06 16:59:08,2025-03-06 17:04:08,mobile,organic,85001,4,False,False
SID00695,UID136,2025-03-02 00:21:17,2025-03-02 00:39:17,desktop,paid_search,85001,4,False,True
SID00696,UID20,2025-03-06 04:47:45,2025-03-06 05:05:45,tablet,paid_social,10001,5,False,False
SID00697,UID56,2025-03-19 07:28:05,2025-03-19 07:40:05,desktop,organic,85001,3,False,False
SID00698,UID306,2025-03-12 17:02:48,2025-03-12 17:11:48,mobile,organic,90001,3,True,False
SID00699,UID223,2025-03-06 07:33:37,2025-03-06 07:43:37,desktop,direct,60601,2,False,False
SID00700,UID177,2025-03-01 12:24:13,2025-03-01 12:28:13,mobile,organic,10001,5,False,False
SID00701,UID374,2025-03-18 07:28:52,2025-03-18 07:44:52,mobile,paid_search,90001,2,False,False
SID00702,UID403,2025-03-02 11:53:56,2025-03-02 12:03:56,desktop,paid_social,90001,2,False,False
SID00703,UID161,2025-03-22 05:18:09,2025-03-22 05:24:09,desktop,organic,60601,1,True,False
SID00704,UID224,2025-03-22 03:05:49,2025-03-22 03:08:49,mobile,paid_search,85001,3,False,False
SID00705,UID311,2025-03-05 11:22:45,2025-03-05 11:35:45,mobile,paid_search,85001,5,False,False
SID00706,UID262,2025-03-20 10:55:39,2025-03-20 11:06:39,mobile,organic,60601,5,True,False
SID00707,UID60,2025-03-25 19:04:00,2025-03-25 19:06:00,mobile,organic,10001,4,False,False
SID00708,UID198,2025-03-02 19:17:04,2025-03-02 19:30:04,desktop,organic,85001,1,True,False
SID00709,UID461,2025-03-20 05:53:52,2025-03-20 05:55:52,tablet,paid_social,85001,1,True,False
SID00710,UID296,2025-03-12 22:40:55,2025-03-12 22:53:55,mobile,organic,10001,2,True,False
SID00711,UID98,2025-03-28 19:56:15,2025-03-28 20:03:15,mobile,organic,60601,1,True,False
SID00712,UID131,2025-03-08 23:20:49,2025-03-08 23:36:49,desktop,paid_social,60601,5,False,True
SID00713,UID23,2025-03-20 06:29:14,2025-03-20 06:42:14,mobile,paid_social,73301,2,False,False
SID00714,UID363,2025-03-29 08:43:51,2025-03-29 08:50:51,tablet,paid_search,10001,4,False,False
SID00715,UID224,2025-03-14 19:53:47,2025-03-14 20:10:47,desktop,organic,60601,3,False,True
SID00716,UID1,2025-03-29 04:59:57,2025-03-29 05:13:57,desktop,paid_search,60601,5,False,True
SID00717,UID267,2025-03-28 03:59:47,2025-03-28 04:15:47,mobile,paid_search,85001,8,True,False
SID00718,UID474,2025-03-15 09:25:48,2025-03-15 09:43:48,desktop,organic,60601,3,False,False
SID00719,UID413,2025-03-05 09:52:20,2025-03-05 09:55:20,desktop,organic,60601,3,False,False
SID00720,UID276,2025-03-30 02:25:55,2025-03-30 02:39:55,desktop,paid_social,85001,2,False,False
SID00721,UID352,2025-03-22 06:52:37,2025-03-22 07:00:37,desktop,paid_social,60601,2,False,True
SID00722,UID369,2025-03-17 01:05:42,2025-03-17 01:08:42,desktop,paid_search,60601,4,False,False
SID00723,UID482,2025-03-29 20:08:28,2025-03-29 20:19:28,desktop,paid_search,60601,1,True,False
SID00724,UID380,2025-03-22 09:09:52,2025-03-22 09:20:52,tablet,paid_social,73301,2,False,False
SID00725,UID378,2025-03-06 15:44:41,2025-03-06 16:03:41,mobile,paid_search,90001,4,False,False
SID00726,UID344,2025-03-05 10:05:40,2025-03-05 10:19:40,desktop,organic,85001,2,False,False
SID00727,UID101,2025-03-13 17:39:02,2025-03-13 17:53:02,mobile,direct,73301,1,True,False
SID00728,UID187,2025-03-08 07:50:26,2025-03-08 08:02:26,mobile,paid_search,10001,4,True,False
SID00729,UID221,2025-03-25 16:19:37,2025-03-25 16:37:37,mobile,paid_social,73301,3,True,False
SID00730,UID36,2025-03-24 06:42:16,2025-03-24 06:54:16,mobile,organic,60601,2,True,False
SID00731,UID486,2025-03-12 11:22:20,2025-03-12 11:36:20,desktop,organic,85001,1,True,False
SID00732,UID341,2025-03-22 15:10:39,2025-03-22 15:15:39,desktop,paid_social,60601,1,True,False
SID00733,UID472,2025-03-21 12:36:33,2025-03-21 12:47:33,desktop,organic,60601,3,False,True
SID00734,UID170,2025-03-24 22:31:41,2025-03-24 22:45:41,mobile,paid_search,90001,4,False,False
SID00735,UID320,2025-03-25 15:44:53,2025-03-25 15:46:53,desktop,paid_search,85001,3,False,True
SID00736,UID161,2025-03-13 23:15:05,2025-03-13 23:29:05,desktop,organic,10001,4,False,True
SID00737,UID340,2025-03-24 13:16:12,2025-03-24 13:26:12,tablet,organic,73301,4,False,False
SID00738,UID435,2025-03-15 21:04:26,2025-03-15 21:23:26,desktop,organic,60601,3,False,False
SID00739,UID64,2025-03-24 01:48:07,2025-03-24 02:07:07,mobile,paid_search,85001,2,False,False
SID00740,UID369,2025-03-25 07:42:03,2025-03-25 07:52:03,desktop,organic,90001,5,False,False
SID00741,UID461,2025-03-20 22:20:08,2025-03-20 22:28:08,mobile,organic,90001,3,False,False
SID00742,UID154,2025-03-09 12:32:03,2025-03-09 12:45:03,tablet,paid_search,90001,7,False,False
SID00743,UID260,2025-03-02 21:53:42,2025-03-02 22:01:42,mobile,paid_social,10001,2,False,False
SID00744,UID159,2025-03-03 09:15:42,2025-03-03 09:26:42,desktop,organic,60601,7,False,False
SID00745,UID342,2025-03-18 00:46:44,2025-03-18 01:01:44,desktop,paid_search,85001,4,False,False
SID00746,UID210,2025-03-30 21:31:44,2025-03-30 21:50:44,mobile,organic,10001,4,False,False
SID00747,UID168,2025-03-22 08:16:25,2025-03-22 08:27:25,mobile,organic,90001,4,False,False
SID00748,UID207,2025-03-23 04:30:16,2025-03-23 04:33:16,desktop,paid_search,10001,2,False,False
SID00749,UID357,2025-03-04 01:47:41,2025-03-04 01:54:41,mobile,paid_social,73301,6,True,False
SID00750,UID152,2025-03-27 01:15:02,2025-03-27 01:27:02,mobile,direct,90001,4,True,False
SID00751,UID284,2025-03-03 00:21:16,2025-03-03 00:31:16,desktop,paid_search,73301,3,False,False
SID00752,UID66,2025-03-12 05:32:26,2025-03-12 05:37:26,desktop,direct,60601,4,False,True
SID00753,UID99,2025-03-10 01:17:09,2025-03-10 01:18:09,mobile,paid_search,60601,5,False,False
SID00754,UID216,2025-03-08 16:27:51,2025-03-08 16:43:51,tablet,organic,60601,5,False,True
SID00755,UID341,2025-03-30 16:22:37,2025-03-30 16:34:37,mobile,organic,85001,2,True,False
SID00756,UID482,2025-03-17 17:30:00,2025-03-17 17:32:00,desktop,organic,73301,5,False,True
SID00757,UID195,2025-03-05 19:21:55,2025-03-05 19:32:55,desktop,organic,90001,3,False,True
SID00758,UID347,2025-03-27 02:52:23,2025-03-27 03:11:23,desktop,organic,60601,6,False,True
SID00759,UID384,2025-03-13 20:44:25,2025-03-13 20:46:25,desktop,direct,10001,1,True,False
SID00760,UID463,2025-03-17 04:49:06,2025-03-17 05:07:06,desktop,organic,10001,7,False,False
SID00761,UID90,2025-03-24 17:53:20,2025-03-24 18:05:20,desktop,organic,10001,8,False,True
SID00762,UID316,2025-03-15 11:59:53,2025-03-15 12:15:53,mobile,paid_search,60601,2,False,False
SID00763,UID292,2025-03-22 16:44:57,2025-03-22 16:51:57,desktop,paid_search,10001,1,True,False
SID00764,UID155,2025-03-19 15:28:53,2025-03-19 15:38:53,desktop,organic,73301,3,False,False
SID00765,UID208,2025-03-01 04:04:29,2025-03-01 04:07:29,desktop,organic,90001,1,True,False
SID00766,UID281,2025-03-02 03:15:48,2025-03-02 03:16:48,mobile,paid_social,10001,3,False,False
SID00767,UID427,2025-03-20 17:46:44,2025-03-20 17:48:44,mobile,paid_search,85001,4,False,False
SID00768,UID1,2025-03-20 15:58:36,2025-03-20 16:17:36,mobile,direct,85001,0,True,False
